item_id,source,task,category,ability,answer,split
ce456cf577223208,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,A,train
3c1d2f8c9e9ce5d5,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,train
3e0b9ffdf84f226f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
401072c2943ac833,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
2dea6ecf6896cdec,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
b7b86a2ac92cc1c9,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
ad487f62e3382d9e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
eae2ea15a5085cc2,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,train
1f75631a7cbbc84f,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,D,train
efa92c005f8e954d,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
ff314ab85a60ec31,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
7dbd2ffe1ab5fcac,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
fddba526f93f688d,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,train
1ca61b66e7e1d2a5,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,train
ababd15b8f0e174b,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
ab4e7a0017683744,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
fd3343def2b6a385,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
7f48892279f49962,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
2bbc577b3d9a53a3,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,train
4077b02f2731b6c4,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
eee79d2c3d260d40,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
c6dc2456ec7f3665,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,D,train
66f54c4e5d1883e8,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
a3f16a1d8de0c5d1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
814d8eda7e1e8147,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
3524be8f884e9c3e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
91acbd47f0e5f6d6,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,train
e8536d419674b66c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
7258d5a8cadb317a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
c8c220ea98020b68,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
38022aadfd40279b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
ed0742ef56ea662e,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,train
99f6d203d39bbf5f,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,train
b2cdfcc65a9d5ff6,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
3830e93d75a9fd92,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
4e68cf101328e699,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,B,train
72c14a096f9d37c3,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
76fce430d6bb9bc9,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A,train
82fd9d6322d6e30c,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
7401e63492ac4af9,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
49963db1c92e003d,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
035aa9c82fa8fe92,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,train
c240f7ef2a78f236,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
9308c0b6ee2f335e,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
781a9ed458d59165,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
0e2848222a55ee56,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,train
6cd6a37f172dfdb6,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D,train
afd700c7ac42b51d,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
83d3d059b4956852,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B,train
78ffb10d0856eb53,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
2708f2469b979789,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
ed2892d103c7f667,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,D,train
6a931cc6b37773d9,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
b594fa7f18df70f8,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,A,train
5ba7e8b622b87aba,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,train
1d07d81cab129d01,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,D,train
f03942a476a98be2,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
0cf8c67436096331,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,D,train
c24fe582e5af693a,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
fa2649a8d5362c99,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B,train
0f5589eec1cd8126,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,train
e8f9adc806f1c920,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
c9c287c4903c277a,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
a8cdfef1237de653,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
21d1661f67dc6917,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
2828a3a58d329866,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B,train
7581d6894011c563,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
7079cf3353caf2a5,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C,train
fee65184c002e679,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
92e1688cbd81f21b,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
ffd01f02c21d906b,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,C,train
c623dc1289323888,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
3d968ce2120e2223,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,train
d201edd15c49a489,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,train
e95674029ac8f4f9,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,B,train
81b5e21879a4fa11,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,A,train
b524e02f3408c31a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
fc5c78e91d1883f1,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
19b39f90d2faaa2b,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,train
3bca13707df8792f,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,A,train
b9b9af61baeb79e7,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
f1b8f4f079767211,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,A,train
2825b31ee9be23c6,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
b40284720156a465,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
44dbd491ee313739,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,A,train
448d1b2210314f12,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
83f7186deb83a953,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
5b9640736ba75eaf,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
860b9172b996eba2,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
73cad5c32fc58099,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
3d00d9f6f188f94a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
41911618156e6332,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
2c823a3bf064a4c6,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,D,train
00d87f35471297f9,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
0a03ebd74966f262,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A,train
fad0c5cfb66e2516,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
757122863a6d7b39,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,A,train
59d267aab8ba9c9e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
d8d0e195bd79365c,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
633ecc3e2c113647,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,train
1c1bed79bb54a065,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,C,train
2168fd09902068f7,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,train
51a8589d64b8109f,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,train
5269ccf2b8c81f12,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
c617442d39aa5287,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
e0de74fb5a8bb2d7,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
1f121d9fc2366b3f,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D,train
55340921799e15d0,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
afa3788f0cb7dcd6,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
c316d54bdf0ed228,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
043760bda03f10a3,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,A,train
9fc35a127b256013,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,D,train
1930ed59fd93bc2b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
a55028a7b6ecf708,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
7646341d1bf65db1,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
2480d9589aa237fa,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
f8961e0497103bf8,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,A,train
37fb8b65448eb06b,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
391e155508efc31f,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
0f966eb6b8a58e23,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,train
229483b096f5407d,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D,train
28b6ad1955e5eb7f,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B,train
14260957eae9b603,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,train
eaa238b30e7fd802,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
462b7e74542f5129,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
6cf6ead82f2ff014,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
d98922e6672bfc62,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
284a423b59ae770d,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
b44b5b929f67c10c,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
60d19d0f33481dec,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
fdf76ae8df933d9a,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,train
56a835ebd76fe940,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B,train
7b8983ecaffc2656,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
e8568dba36dc7238,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
d8ec4e0083a795bd,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,train
c3e3a84aa2f06611,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,train
68e594ffe01fe9c4,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,train
6d31d98e0791387c,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
ea98cc576d187101,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
acae55b384522d15,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C,train
1af4a782b056c92a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
b755aedb26dad96a,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,train
2aebeb2fac2cfd74,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
06941e569d1cdb97,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,train
40390aac0d45d937,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
e005ed34aa09f694,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
4cad06d224c6eb03,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
aed14d2a9812ac26,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
306590804330131b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
6281fff76284bd57,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C,train
cf6e840e7f500335,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
28bb1832d4822f97,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
bdcf0372d70d1dd7,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,train
34810852dd7af24c,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,C,train
9328ce6c884514d2,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
9c77b540cc247cea,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,train
bfc470f4df67d955,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
71e3b030f028f500,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
8bc06c2a9fa18249,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,C,train
c5ea42f14b5bd42b,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
00ad1fc9c5f37506,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
4b56d5241fa4c034,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
a678f62fc8679ad8,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,train
d9a89efdac11a5c7,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
7d57bbbbc90a8b40,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
971c1b4b0153b85d,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,train
a68ea6ec6e3055a9,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D,train
36836cd6e847390b,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C,train
50b304162c496557,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,train
4dd04217079aad06,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
1d2431e728751d66,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,train
3f9df130c8b27df5,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
387951ebaa7ca8b9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
1617116171904051,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
9b22104e5d7ea566,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,train
367d09ca713659d1,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,train
4de1839083254680,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
edce55f6358bdb9d,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
d97a156f784c5048,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A,train
8a1048cb8bb01eb8,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
5c47ee7172ad9aa6,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
5a41eec1440fe5c4,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
946ccbdd8e597ae9,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
73fbf779bd9b34b8,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,train
185330ac74fb79cc,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
c4fff56051e65f21,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
c2577ba647191e89,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
f65c8c62a8646b7b,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
824b952920434220,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
72bf7bc314ea222e,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
f5a9b7363382eb93,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,train
60df579a1e6719ec,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,train
31a0e3a2de5f5410,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
c58e157b2ea26cb0,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,train
cc00ff2e57dc8eb9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
c0a3576051aa9642,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
eeb99ce6879a05a8,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,train
85ee356a7733ff18,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
d6193161bd13d12f,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
698263788372c34a,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
a0b62081df57d5b5,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,train
ce1338692cd7909e,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,train
b4c462e308bf7bf5,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
0f04e56814459adf,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,A,train
097c79b34be59b20,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
9a1511914ab3ad7f,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C,train
bdf9fe86e7cfc206,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A,train
0007b1057784151d,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,train
886fbebcc0d32e4f,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,train
739bac59c78ac847,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
a2dd7c447fa83e96,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C,train
49ca0a1205ba673e,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,train
44e5b139dd1da62f,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B,train
fdcc61c8cb5cf5f5,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,train
6e0164447f8c7b33,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,D,train
aaf0a14acfa23fcf,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,D,train
79a49782672fa76a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
f77a47c0a0a03bac,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
0a93903afb760cd2,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,D,train
f507edef186a7a51,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
c6bdde70caac19c1,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
a12c9429fb986462,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,D,train
c26a033804b66b3b,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
c7834be3820d346f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,train
3dc122f5470629d4,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,train
8b8e5962ec0b1e20,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,train
0f376ee6f6289deb,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
af47717482de3666,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
24368f446b9b3ab7,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,C,train
c4f0da0444b1e75c,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
cf58a4efd607f837,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,train
725181421c9b05da,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,train
cbb4aee8330b6eed,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
0fff4207cee34606,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,train
50bf4cfdd93a8afd,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
c5d91177a0bc619c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
105c8806d9ef98ad,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B,train
59a9d98a4852fc44,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,train
f8923f0f6671fd3b,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,train
4f3c5b2e5137a731,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,train
846322e78d5132cb,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,train
7659d0b916e2af76,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
f09c755b607d770a,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,train
cfbc81598fe1bb87,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,train
b3d3ff29a9a271af,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,train
67a8ba2d59756ce9,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,train
0018eaa1038b035b,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,train
fb1b6473227bbb37,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,train
0e323a56f8a5599f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
d4d048ecfee7032d,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,train
445160baa0fbfeff,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
2d61d9bbda4b987d,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,D,train
61651e8d0a66a1ce,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,C,train
cdedaf14ab70da46,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,train
582859e7ee1fd6b5,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,train
ad375e78148273d9,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
1f4b67341e8ea8e5,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,train
6a15c0baeebadbc1,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
3a91543117933e9d,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,train
e45679e103ce980b,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,train
95fa9e3cdc2c29ed,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
73b6bb6bfa965d20,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,A,train
9c2005c10cb870ac,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,train
3e4a076b32c0a6ef,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,train
cf2a570d187a3ea8,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B,train
